query_text,plan_hash,execution_time_ms,cpu_usage_ms,memory_usage_kb,rows_processed,actual_cost,buffers_hit,schema_version,release_version,statistics_version,regression_label,severity,execution_timestamp,Execution_Time_Difference,Plan_Difference_Score,CPU_Difference,Memory_Difference
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",09c1fe2b8d5f4b1e8af2a6c3485e88a5,111.34,87.32,8960.78,1001,114.02,4058,v1.0,r1.1.0,s4,No Regression,0,2026-09-05 00:16:38,-10.470693257935318,0.0,-7.591112501087809,194.16852249698627
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",2f8973c22edc4bb1854d386bdeca06fa,47.98,32.19,4612.1,507,55.81,1160,v1.1,r1.2.0,s2,No Regression,0,2026-09-05 00:21:38,0.40145464193370306,0.0,0.2910492434388807,99.93824673838108
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,073614cc9510469780cd4963e94e2382,147.02,99.02,9770.44,991,105.98,3210,v1.2,r2.0.0,s1,Minor,1,2026-09-05 00:26:38,51.69984649248596,0.55549660326931,37.4816968987227,1504.068935301178
"SELECT id, status, created_at FROM payments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",dfd495bdc25044a99f15de8dbd8c599c,47.59,28.57,6311.8,487,54.23,872,v1.1,r1.2.0,s2,No Regression,0,2026-09-05 00:31:38,-0.3051047796436075,0.0,-0.2211968825597066,136.768549199565
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",82e9fefee1a94e26915fb2eda3884d7b,7.53,4.31,-587.2,118,6.47,214,v1.2,r1.0.0,s3,No Regression,0,2026-09-05 00:36:38,0.4266347541884497,0.0,0.30930448788231246,-12.723865155737597
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",53e667c355964f918fab8b58d0028328,42.39,24.54,5804.77,433,46.63,2113,v2.0,r1.1.0,s1,No Regression,0,2026-09-05 00:41:38,-0.5678020943563017,0.0,-0.4116489205091933,125.78186433935785
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,2e9d9c9c87754963a7319e237b3e6ee7,44.61,39.61,3757.5,521,49.23,682,v1.0,r2.0.0,s4,No Regression,0,2026-09-05 00:46:38,-3.254538539964985,0.0,-2.3594968916959633,81.42016914626025
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",e38f49229b9a4e84bf87839108fdddf4,112.98,95.99,10586.75,945,106.42,4380,v2.0,r1.1.0,s2,No Regression,0,2026-09-05 00:51:38,9.670056353285908,0.0,7.010661458735831,229.40119114016517
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",2c91c75f1e03478aa1158d099a70e926,8.51,5.59,1263.94,15,7.55,53,v1.2,r1.1.0,s3,No Regression,0,2026-09-05 00:56:38,0.3335933706139105,0.0,0.2418507298003513,27.387946398063654
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",19f4ea5fae7b4e0886b0254bb620200d,95.18,81.18,11793.31,991,77.93,3374,v1.0,r2.0.0,s1,No Regression,0,2026-09-05 01:01:38,4.8145731382232,0.0,3.4905011002274815,255.54578709096006
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",54847947ad7346e6ace5ddf9dd4c809c,56.18,28.58,7570.01,768,46.92,3249,v1.2,r1.0.0,s3,No Regression,0,2026-09-05 01:06:38,3.364069918073998,0.0,2.4389056751587557,164.0323339025633
SELECT COUNT(*) FROM shipments WHERE is_deleted = false,9a2558159c1a4b6f857bb050ac925f31,142.81,83.17,11945.66,1036,114.56,4799,v1.2,r2.0.0,s2,No Regression,0,2026-09-05 01:11:38,4.072270312695777,0.0,2.95234148465632,258.84701470757557
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",eac20470a5ca4ca9916c9a05ab465fe7,46.57,26.19,6349.44,443,49.32,2027,v1.1,r1.0.0,s3,No Regression,0,2026-09-05 01:16:38,-0.23930973616222093,0.0,-0.17349635645531988,137.58415935702746
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,86796fa87bbf4e8da5201c5bf5e6bc4e,14.4,6.29,1974.24,92,12.05,134,v2.0,r1.1.0,s3,Minor,1,2026-09-05 01:21:38,7.245651928187393,0.519566954669342,5.253000692089808,303.9160012065984
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",c9f4c2aff5284a6f854aa4abf7e0e0c4,122.78,76.24,9782.05,936,123.26,1128,v2.0,r1.0.0,s4,No Regression,0,2026-09-05 01:26:38,11.25492800907434,0.0,8.159672201625996,211.96438206178976
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",2d825b03f81e4d4e95885d4ed0a9f6bd,11.96,8.12,936.71,130,13.82,345,v2.0,r1.0.0,s3,No Regression,0,2026-09-05 01:31:38,-0.7564008316165717,0.0,-0.5483804813369162,20.297295180570444
SELECT COUNT(*) FROM employees WHERE is_deleted = false,368781a31a074b9ca523df8634525b6a,109.13,76.3,7452.41,792,104.89,1823,v1.0,r2.0.0,s3,No Regression,0,2026-09-05 01:36:38,-9.228152240887546,0.0,-6.690286890474361,161.48409387818532
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",a25950ebc7a043408e6f50f3bf074dc3,134.11,82.19,8876.78,765,116.4,2976,v1.1,r1.0.0,s3,Minor,1,2026-09-05 01:41:38,58.44847171622544,0.7328919379744615,42.37435988092405,1366.4982378995
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",7b3eddba78d94547bbcdaeb96e996b0a,40.45,29.55,4579.25,463,40.86,2237,v1.1,r1.1.0,s4,No Regression,0,2026-09-05 01:46:38,1.0058089446818606,0.0,0.7291980259181015,99.22642969075508
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",5ba31302ecce4055a1bdd07c35324d19,52.37,28.7,5200.32,513,59.75,621,v1.1,r1.2.0,s1,No Regression,0,2026-09-05 01:51:38,5.137843571781902,0.0,3.72486783879656,112.68421397596276
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,ebaa6282b8ac401ba358760cce6434c8,66.55,46.89,8119.47,697,69.76,1315,v1.2,r1.2.0,s3,No Regression,0,2026-09-05 01:56:38,-5.114133527982436,0.0,-3.70767837431186,175.93842203006938
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",7d3037fdf7954d53bae3ce3faed72790,102.9,51.84,11443.65,928,90.07,2619,v1.0,r2.0.0,s2,No Regression,0,2026-09-05 02:01:38,-1.8557388819315437,0.0,-1.3453858573031152,247.96910675997367
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",2cd947433b154145bb2615b531454624,109.67,72.52,9614.32,1040,118.62,4542,v1.1,r1.2.0,s4,No Regression,0,2026-09-05 02:06:38,6.7518942548418925,0.0,4.895032986006882,208.32988972089763
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",a1176e5d2b6548a1bb10bb670b60fe1b,103.17,79.78,10654.42,1003,120.35,3596,v2.0,r2.0.0,s1,No Regression,0,2026-09-05 02:11:38,-4.67631850469318,0.0,-3.3902683409373866,230.867512589567
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",7d3c8b21274c45a3ad8a474d32f44bfa,12.66,9.43,1379.75,64,11.53,84,v1.1,r1.1.0,s4,No Regression,0,2026-09-05 02:16:38,-1.1930302015108147,0.0,-0.864930931865524,29.897399435676
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,eb08d681c3b74770867ed304aecd36d7,10.2,8.62,646.27,108,11.03,174,v1.2,r1.1.0,s2,No Regression,0,2026-09-05 02:21:38,0.35611399283906603,0.0,0.258177879559618,14.003835719002955
SELECT COUNT(*) FROM inventory WHERE is_deleted = false,356c7433e529458d9ca5a43ce244c764,73.28,63.26,7498.95,809,78.43,1785,v1.1,r1.0.0,s2,No Regression,0,2026-09-05 02:26:38,0.31076771237565776,0.0,0.22530243301335084,162.49255553409137
"SELECT customer_id, SUM(total_amount) FROM payments GROUP BY customer_id HAVING SUM(total_amount) > 1000",b5dc221d5c044531a61b5bf911fb90d2,50.56,35.86,6209.49,479,46.89,1235,v1.0,r1.1.0,s2,No Regression,0,2026-09-05 02:31:38,0.09662478511754122,0.0,0.07005167625026243,134.55162371577154
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",6d1cfb27e67a49e598b4f0d99cdfe98d,6.04,4.97,651.4,18,5.65,52,v1.1,r1.2.0,s4,No Regression,0,2026-09-05 02:36:38,-0.3007458180570021,0.0,-0.2180366937377521,14.114996189454137
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",58166de4172344cb8c1248707bacae79,86.65,64.9,6477.93,750,71.53,1711,v2.0,r1.0.0,s2,No Regression,0,2026-09-05 02:41:38,-5.021396358231869,0.0,-3.640445167181519,140.36837160815267
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",6fd242a4eb10459b99e9495f9bc283b7,46.38,36.56,6701.01,446,48.85,1300,v1.2,r2.0.0,s4,No Regression,0,2026-09-05 02:46:38,4.061148727583805,0.0,2.944278484270799,145.2022269197023
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,0caeebcb29fb4391a1fd5729e4e5bf9a,100.25,77.32,10833.9,1074,113.76,2499,v1.2,r1.0.0,s3,No Regression,0,2026-09-05 02:51:38,3.116729237809729,0.0,2.2595869916934843,234.75661224582007
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,b1359189f66140fcbe3a0d4c5b3d99b8,92.44,76.52,9312.16,843,101.91,1196,v1.2,r2.0.0,s4,No Regression,0,2026-09-05 02:56:38,5.805033398020752,0.0,4.208571534988978,201.78247300519996
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",d700341a79e94951ba83dbae71ca82df,60.65,41.69,8560.32,842,70.11,3229,v1.0,r1.2.0,s3,No Regression,0,2026-09-05 03:01:38,-0.426714700317008,0.0,-0.30936244775573846,185.49107181533319
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,0d9bfb0d39f44b79a2b2d5eecae0e920,40.43,30.99,4526.33,459,33.77,1175,v1.1,r1.2.0,s3,No Regression,0,2026-09-05 03:06:38,0.36889025638540784,0.0,0.2674404996683989,98.079721679785
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",3dd8159be0894dce9d8b75fc67502fda,115.45,82.5,10169.06,983,118.39,3125,v1.0,r1.2.0,s3,No Regression,0,2026-09-05 03:11:38,-6.0589235191688156,0.0,-4.392638475455325,220.35038862500843
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,9e58dd21966c4bafb4023e879dee374a,8.6,5.87,954.99,71,6.32,190,v1.2,r1.0.0,s3,Minor,1,2026-09-05 03:16:38,5.32321224382041,0.6482047830263946,3.8592576455608003,147.01188406287454
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,cbf1b9aef86b413081be84e28905f6fe,83.89,59.17,7021.6,808,78.73,2456,v1.2,r1.2.0,s1,No Regression,0,2026-09-05 03:21:38,-5.834182774982843,0.0,-4.229704443231529,152.148997918132
SELECT COUNT(*) FROM employees WHERE is_deleted = false,fad4b66a71c34ec2923fcea84b1e9d51,91.22,48.97,8960.72,933,88.55,2205,v2.0,r2.0.0,s3,No Regression,0,2026-09-05 03:26:38,3.511553433002199,0.0,2.5458292499686057,194.16722237452484
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",ff6be7370d534ea094ebbbd436ae7d06,61.17,40.31,7980.65,806,62.67,2788,v2.0,r1.0.0,s3,No Regression,0,2026-09-05 03:31:38,-4.422447930678394,0.0,-3.2062155718811005,172.93037202850348
SELECT COUNT(*) FROM employees WHERE is_deleted = false,c748b5aea422402caff44e5cd6fe9d54,105.4,66.29,10554.93,962,89.76,2193,v1.0,r2.0.0,s4,No Regression,0,2026-09-05 03:36:38,-10.465550465989837,0.0,-7.5873840457442965,228.7116928614602
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",3ee65d7455dd4f89a22980c870bfdfef,121.17,100.97,9787.16,1022,101.11,4287,v1.2,r1.1.0,s1,No Regression,0,2026-09-05 03:41:38,-6.171919919654638,0.0,-4.474559353774989,212.07510915808714
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,f61c6e1d4ae94171b3e67777631dddfc,48.36,39.81,5504.64,489,52.31,1395,v2.0,r1.1.0,s3,No Regression,0,2026-09-05 03:46:38,0.0839564837194378,0.0,0.06086732725428642,119.27843510027147
"SELECT customer_id, SUM(total_amount) FROM inventory GROUP BY customer_id HAVING SUM(total_amount) > 1000",9933900248414dd98b29acbd915be5bf,86.3,62.33,8184.43,840,99.21,2810,v1.2,r1.0.0,s3,No Regression,0,2026-09-05 03:51:38,-0.343572756001871,0.0,-0.2490856506700185,177.34602128163056
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",84b1c10288ed461db5fda0046bc5ba60,41.81,23.58,3307.63,451,40.97,580,v1.0,r1.0.0,s1,No Regression,0,2026-09-05 03:56:38,1.293213658827779,0.0,0.9375625978409023,71.67206761763002
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",9e9ca2f25b974f1abe0fe2c25deb1142,12.14,8.09,865.73,104,10.1,198,v1.0,r1.1.0,s3,No Regression,0,2026-09-05 04:01:38,0.4668789963588167,0.0,0.3384810249377508,18.759250308713742
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",33cc9ed022fb4add8b006df30e9f5d0b,310.23,46.57,10307.13,948,84.0,4404,v1.2,r1.1.0,s4,Critical,3,2026-09-05 04:06:38,84.88993438525459,0.7977028823703098,61.54406649627123,1586.6874004764197
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,ab6e90c5ae734d80839986066ec127bf,65.99,36.74,7779.86,822,62.58,2027,v1.1,r1.1.0,s4,No Regression,0,2026-09-05 04:11:38,-4.0328860469531795,0.0,-2.923788419003459,168.57951221137037
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",db2a66ee119e4bf295e14dbacf643d76,11.1,7.42,1616.94,20,9.29,65,v1.0,r2.0.0,s4,No Regression,0,2026-09-05 04:16:38,0.6844178482998907,0.0,0.4961937816542821,35.037000212735606
SELECT COUNT(*) FROM orders WHERE is_deleted = false,dd9dc44f32934849ba9343b000c5fc39,9.99,5.64,822.5,23,9.15,61,v1.1,r1.2.0,s1,No Regression,0,2026-09-05 04:21:38,-0.3751096076453552,0.0,-0.2719494461091957,17.822512075262555
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,417c3194bd2d4a96951183cba22f1478,80.26,48.65,7935.56,825,70.88,1702,v2.0,r1.2.0,s2,No Regression,0,2026-09-05 04:26:38,0.5295156929745689,0.0,0.3838917918271668,171.95332999874836
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",5a8862014178436d999ff22162dd9ed2,50.81,34.16,4557.5,546,51.05,1188,v1.0,r2.0.0,s1,No Regression,0,2026-09-05 04:31:38,3.7350868536867314,0.0,2.7078879888093494,98.75513529849131
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",a140bca15a094a59b2cbc49d81b1d1ce,5.56,4.01,958.19,11,5.9,27,v1.2,r1.2.0,s4,No Regression,0,2026-09-05 04:36:38,0.0009912895410509846,0.0,0.0007186716525734185,20.76273902175785
SELECT COUNT(*) FROM orders WHERE is_deleted = false,763324e9482a41878858e2617df13d06,40.88,33.48,5657.41,436,43.78,470,v1.0,r1.1.0,s4,No Regression,0,2026-09-05 04:41:38,3.8341419826425107,0.0,2.779701631821307,122.58876357411688
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,4846965cb19d491786d8187762642843,35.76,23.14,7559.11,432,33.63,565,v1.0,r1.0.0,s1,No Regression,0,2026-09-05 04:46:38,-0.11258106429326328,0.0,-0.08161976513777466,163.79614498873912
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",795c2690bffc4eaa953fed33b97c7aa8,133.01,76.75,10063.66,973,143.82,2735,v1.0,r1.2.0,s3,No Regression,0,2026-09-05 04:51:38,-6.689537762155272,0.0,-4.849825363216609,218.06650683445199
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,2e020ad9cb4349179912e6a5750800f7,11.13,5.9,2392.67,42,12.3,130,v1.0,r1.0.0,s1,No Regression,0,2026-09-05 04:56:38,0.8247464428491836,0.0,0.5979301349311684,51.846066829323355
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",a272a4127adf44669fb382af6472c2c8,89.8,62.81,11107.19,1014,104.27,4737,v2.0,r2.0.0,s2,No Regression,0,2026-09-05 05:01:38,2.7494813716479087,0.0,1.99333720295996,240.6784533704991
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",9b2a8b39a049438eb3bc6f745623b0e6,122.04,108.64,10767.47,1090,108.46,3020,v2.0,r1.0.0,s1,No Regression,0,2026-09-05 05:06:38,8.12930191712195,0.0,5.893635109730071,233.31715999395416
SELECT COUNT(*) FROM payments WHERE category_id = 5,30ad281339594271a83e8d94cc812701,82.86,53.9,8419.13,816,89.15,4004,v2.0,r1.0.0,s4,No Regression,0,2026-09-05 05:11:38,-3.9582539229450586,0.0,-2.8696811277683323,182.43166697654132
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,c53849b36b6a4fada6adf3aefdea59a6,97.15,67.44,11108.44,1011,99.02,2333,v1.2,r2.0.0,s1,No Regression,0,2026-09-05 05:16:38,-2.9703594911458846,0.0,-2.1534708839716865,240.70553925511197
SELECT COUNT(*) FROM customers WHERE is_deleted = false,2bb6a1e147a247b3a78fe361afeee4c1,74.79,45.27,6087.17,521,57.24,2416,v1.2,r1.0.0,s3,Minor,1,2026-09-05 05:21:38,19.132441285240127,0.6103719168668565,13.870763915908425,937.0635612006492
SELECT COUNT(*) FROM customers WHERE is_deleted = false,6350ddcee53f4bf597636efe8965c1d6,88.03,79.18,7157.42,772,77.56,1082,v2.0,r2.0.0,s2,No Regression,0,2026-09-05 05:26:38,-3.6876926156202474,0.0,-2.673527800405075,155.09204179662703
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",340f877e96d343a69f803c16521facef,116.87,105.01,11697.8,902,115.97,4430,v1.2,r1.2.0,s1,No Regression,0,2026-09-05 05:31:38,9.58573219508074,0.0,6.949527572399332,253.47620881946057
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",2ab547211b2948aea60f2bcdd55a010e,8.86,6.91,1048.19,56,10.42,167,v1.0,r1.0.0,s2,No Regression,0,2026-09-05 05:36:38,0.15033313282914773,0.0,0.10898950965659997,22.71292271388384
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",5d1975b286b74e3a8a495e53fb42bf05,83.55,70.42,10726.32,1079,82.48,1584,v1.0,r1.1.0,s2,No Regression,0,2026-09-05 05:41:38,-1.4027387996906633,0.0,-1.0169668593837133,232.4254926724988
SELECT COUNT(*) FROM shipments WHERE status = 1,0cefab89bdc54e0d909b1401496a95bf,59.36,39.21,10065.43,1023,47.62,3259,v1.0,r2.0.0,s2,No Regression,0,2026-09-05 05:46:38,-0.8358022954649945,0.0,-0.6059454801365551,218.10486044706383
"SELECT customer_id, SUM(total_amount) FROM payments GROUP BY customer_id HAVING SUM(total_amount) > 1000",8a31b17a8ae64091b1a19e1a984b23c2,57.8,44.82,5446.79,588,66.83,2812,v1.2,r1.0.0,s4,No Regression,0,2026-09-05 05:51:38,4.933836651667177,0.0,3.5769655515800323,118.02490036038824
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,2f34296f2cad4bf888276f7bf49cf955,10.06,5.89,2367.48,67,11.06,217,v1.1,r2.0.0,s2,No Regression,0,2026-09-05 05:56:38,-0.30426855230916966,0.0,-0.2205906289320023,51.30023208260498
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",10655ebbdbb94049bd99be6b3bde615d,101.16,78.43,8998.18,1045,102.67,4193,v1.1,r1.0.0,s3,No Regression,0,2026-09-05 06:01:38,1.0361311281839525,0.0,0.7511812032085416,194.97893216460307
SELECT COUNT(*) FROM inventory WHERE category_id = 5,428ac1f436cf48e8ad2c522e9979f67f,97.59,62.44,10606.41,984,95.96,3650,v2.0,r2.0.0,s4,No Regression,0,2026-09-05 06:06:38,-4.854412860663462,0.0,-3.5193843658915718,229.82719793335625
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",f6a05d5fa1f444a2ad3eb158b4bfcebd,89.38,71.55,8598.97,750,80.4,3425,v1.1,r1.2.0,s4,No Regression,0,2026-09-05 06:11:38,-3.196791035434119,0.0,-2.317630723644611,186.32856736756284
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",460003aad7904fd4bb685a056fa2b5f4,81.26,48.13,10211.56,1032,78.82,3940,v2.0,r1.0.0,s4,No Regression,0,2026-09-05 06:16:38,2.8806002894663423,0.0,2.088396663843917,221.2713087018457
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",a8a66e7ebc284758a254afdc8d141168,13.73,9.57,1334.26,150,13.5,743,v2.0,r1.0.0,s4,No Regression,0,2026-09-05 06:21:38,0.9153026282424802,0.0,0.6635821575867753,28.91168992284476
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,f8f1c001cd8d4ccd99f66069524be66d,54.19,45.37,10253.27,830,59.94,2006,v1.0,r1.1.0,s4,No Regression,0,2026-09-05 06:26:38,-3.958720303445087,0.0,-2.870019247390101,222.17511049960768
SELECT COUNT(*) FROM products WHERE category_id = 5,90a3d0126af84d97b430f22397fca5fa,99.01,87.81,10071.35,944,109.15,1299,v1.1,r2.0.0,s3,No Regression,0,2026-09-05 06:31:38,-8.735838829968545,0.0,-6.333366255324617,218.23313919659034
SELECT COUNT(*) FROM orders WHERE category_id = 5,2d4e7f63a77a43aa8e3e2d3bb7a0b17f,83.57,65.75,12196.29,950,78.5,4282,v1.1,r1.1.0,s2,No Regression,0,2026-09-05 06:36:38,-1.2233643507255898,0.0,-0.8869227841375433,264.27784291599266
SELECT COUNT(*) FROM payments WHERE is_deleted = false,1dbb9cf8e0f341ebbe832a8b1df88ea0,39.92,32.64,4400.93,440,46.64,1860,v1.2,r1.1.0,s1,No Regression,0,2026-09-05 06:41:38,-2.865504514206536,0.0,-2.07745242878083,95.36246573542279
SELECT COUNT(*) FROM payments WHERE status = 1,d8fd0cf72d704ae69ae5ef13e53287c1,10.03,7.04,2139.04,69,10.95,325,v1.1,r1.2.0,s4,No Regression,0,2026-09-05 06:46:38,-0.9523399410903925,0.0,-0.690433713796142,46.3502324978354
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",e6705353e4e54cf891e8d1fa8f90f6cc,7.25,6.09,1322.87,97,6.83,311,v1.2,r1.0.0,s4,No Regression,0,2026-09-05 06:51:38,0.33424849879014834,0.0,0.2423256889616929,28.66488334225237
SELECT COUNT(*) FROM payments WHERE is_deleted = false,456c24ab3f5b4e70bc930ebb8d192b4a,120.05,97.4,9774.58,986,129.35,2727,v1.1,r1.1.0,s2,No Regression,0,2026-09-05 06:56:38,-1.2293502164390546,0.0,-0.8912624566814676,211.8025168153433
"SELECT id, status, created_at FROM products WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",26ecd819152a4414ae0be1c8ea19fd7d,97.01,71.38,10331.14,980,101.73,1202,v1.1,r1.0.0,s2,No Regression,0,2026-09-05 07:01:38,-7.010392819730981,0.0,-5.0824409865187565,223.86245276745043
SELECT COUNT(*) FROM orders WHERE is_deleted = false,51fe698b3cc444ccb5dca4be6131eafc,8.89,5.73,-870.79,71,9.5,89,v2.0,r1.2.0,s2,No Regression,0,2026-09-05 07:06:38,-0.11602825262077203,0.0,-0.0841189305475458,-18.8688939696266
SELECT COUNT(*) FROM shipments WHERE status = 1,86afc1f2b287407db182f9a31383c0e1,11.43,9.43,1894.65,76,12.13,237,v1.2,r1.0.0,s3,No Regression,0,2026-09-05 07:11:38,-0.026067253403969735,0.0,-0.01889840990556509,41.05461702540572
SELECT COUNT(*) FROM customers WHERE is_deleted = false,46f6d3a2d2294057a9eef23e6b2a982b,12.6,9.68,994.61,33,14.95,49,v1.1,r1.2.0,s1,No Regression,0,2026-09-05 07:16:38,-0.2132990750484472,0.0,-0.1546389752028716,21.551913355838167
SELECT COUNT(*) FROM payments WHERE category_id = 5,c3fddfc2317747878531a6cb9ca5cad4,6.7,4.83,2271.5,81,6.34,165,v2.0,r2.0.0,s3,No Regression,0,2026-09-05 07:21:38,-0.6512804564911068,0.0,-0.4721696160124832,49.22046951849106
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,04413b499ff14e948f067ac80caa6ae7,335.1,65.25,7926.5,980,86.38,4592,v1.2,r1.1.0,s2,Critical,3,2026-09-05 07:26:38,168.91951957499634,0.6536584598457376,122.4643913383393,1220.2114148047363
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",74cebb852f5543a380040f7f9fd3aa2d,86.48,50.43,7477.56,747,70.86,2712,v1.1,r1.1.0,s3,No Regression,0,2026-09-05 07:31:38,-3.2268823676027156,0.0,-2.339446536807346,162.0290618765961
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,004ca1674a0749fc8ef5dcf028a424c4,160.09,69.71,11513.03,930,96.65,4240,v1.1,r1.0.0,s3,Major,2,2026-09-05 07:36:38,32.65012742394125,0.8665783587190199,23.670905482992175,1772.324560018845
